label,message,length,punct
spam,Critical system errors found! Your computer will crash soon. Call 949-596-3753 for emergency repair service!,108,3
spam,Microsoft security alert! Virus detected on your system. Call toll-free 986-544-2521 for immediate removal!,107,3
spam,Google security breach detected on your account! Call 858-637-2145 immediately to secure your data!,99,2
spam,Microsoft security alert! Virus detected on your system. Call toll-free 865-743-4059 for immediate removal!,107,3
spam,Microsoft security alert! Virus detected on your system. Call toll-free 871-409-7648 for immediate removal!,107,3
spam,Apple Security: Your iPhone has been compromised! Call 878-665-5077 within 1 hour to prevent data loss!,103,3
spam,Critical system errors found! Your computer will crash soon. Call 925-199-9930 for emergency repair service!,108,3
spam,Microsoft security alert! Virus detected on your system. Call toll-free 942-263-2149 for immediate removal!,107,3
spam,Microsoft security alert! Virus detected on your system. Call toll-free 860-730-7377 for immediate removal!,107,3
spam,Apple Security: Your iPhone has been compromised! Call 925-860-6392 within 1 hour to prevent data loss!,103,3
spam,Critical system errors found! Your computer will crash soon. Call 827-128-5409 for emergency repair service!,108,3
spam,Critical system errors found! Your computer will crash soon. Call 913-248-8495 for emergency repair service!,108,3
spam,URGENT: Windows detected critical errors on your computer. Call 827-732-3975 immediately for repair!,100,3
spam,Microsoft security alert! Virus detected on your system. Call toll-free 820-778-2605 for immediate removal!,107,3
spam,URGENT: Windows detected critical errors on your computer. Call 965-596-4034 immediately for repair!,100,3
spam,Apple Security: Your iPhone has been compromised! Call 872-863-6293 within 1 hour to prevent data loss!,103,3
spam,Microsoft security alert! Virus detected on your system. Call toll-free 864-126-4009 for immediate removal!,107,3
spam,Google security breach detected on your account! Call 857-730-6715 immediately to secure your data!,99,2
spam,URGENT: Windows detected critical errors on your computer. Call 830-840-7162 immediately for repair!,100,3
spam,Google security breach detected on your account! Call 993-977-9595 immediately to secure your data!,99,2
spam,Critical system errors found! Your computer will crash soon. Call 984-582-9183 for emergency repair service!,108,3
spam,Google security breach detected on your account! Call 807-887-7902 immediately to secure your data!,99,2
spam,Apple Security: Your iPhone has been compromised! Call 862-495-4790 within 1 hour to prevent data loss!,103,3
spam,Microsoft security alert! Virus detected on your system. Call toll-free 981-229-7211 for immediate removal!,107,3
spam,Google security breach detected on your account! Call 991-721-6584 immediately to secure your data!,99,2
spam,Critical system errors found! Your computer will crash soon. Call 855-998-5070 for emergency repair service!,108,3
spam,Microsoft security alert! Virus detected on your system. Call toll-free 861-669-1808 for immediate removal!,107,3
spam,Google security breach detected on your account! Call 896-937-2661 immediately to secure your data!,99,2
spam,Microsoft security alert! Virus detected on your system. Call toll-free 834-839-7709 for immediate removal!,107,3
spam,Microsoft security alert! Virus detected on your system. Call toll-free 882-528-4989 for immediate removal!,107,3
spam,Microsoft security alert! Virus detected on your system. Call toll-free 979-173-4390 for immediate removal!,107,3
spam,Microsoft security alert! Virus detected on your system. Call toll-free 956-339-4662 for immediate removal!,107,3
spam,Critical system errors found! Your computer will crash soon. Call 915-727-5067 for emergency repair service!,108,3
spam,Apple Security: Your iPhone has been compromised! Call 846-637-6589 within 1 hour to prevent data loss!,103,3
spam,Critical system errors found! Your computer will crash soon. Call 827-730-4853 for emergency repair service!,108,3
spam,Google security breach detected on your account! Call 942-283-5068 immediately to secure your data!,99,2
spam,Google security breach detected on your account! Call 804-887-6441 immediately to secure your data!,99,2
spam,Critical system errors found! Your computer will crash soon. Call 867-317-5415 for emergency repair service!,108,3
spam,Special offer: Triple points on all purchases this week! Plus bonus 47864 points for activation. Act now!,105,4
spam,Convert your 148856 points to $1413 cash! Processing fee $156 applies. Redeem now!,82,3
spam,Member exclusive: 10x rewards multiplier available! Earn 17762 bonus points with first purchase. Limited time!,110,4
spam,Convert your 53682 points to $1265 cash! Processing fee $154 applies. Redeem now!,81,3
spam,Member exclusive: 10x rewards multiplier available! Earn 20650 bonus points with first purchase. Limited time!,110,4
spam,URGENT: Your 85380 reward points expire in 24 hours! Click to redeem for $1957 cash value now!,94,3
spam,Congratulations! You've earned $316 cashback bonus. Small processing fee $43 required to claim.,95,3
spam,Special offer: Triple points on all purchases this week! Plus bonus 17401 points for activation. Act now!,105,4
spam,Convert your 115826 points to $1667 cash! Processing fee $102 applies. Redeem now!,82,3
spam,URGENT: Your 91106 reward points expire in 24 hours! Click to redeem for $1748 cash value now!,94,3
spam,URGENT: Your 25721 reward points expire in 24 hours! Click to redeem for $1274 cash value now!,94,3
spam,Congratulations! You've earned $212 cashback bonus. Small processing fee $41 required to claim.,95,3
spam,Convert your 95092 points to $1713 cash! Processing fee $197 applies. Redeem now!,81,3
spam,URGENT: Your 74012 reward points expire in 24 hours! Click to redeem for $893 cash value now!,93,3
spam,Member exclusive: 10x rewards multiplier available! Earn 8369 bonus points with first purchase. Limited time!,109,4
spam,Special offer: Triple points on all purchases this week! Plus bonus 45382 points for activation. Act now!,105,4
spam,Special offer: Triple points on all purchases this week! Plus bonus 49789 points for activation. Act now!,105,4
spam,URGENT: Your 93813 reward points expire in 24 hours! Click to redeem for $732 cash value now!,93,3
spam,Congratulations! You've earned $670 cashback bonus. Small processing fee $53 required to claim.,95,3
spam,Member exclusive: 10x rewards multiplier available! Earn 7363 bonus points with first purchase. Limited time!,109,4
spam,URGENT: Your 56197 reward points expire in 24 hours! Click to redeem for $1347 cash value now!,94,3
spam,Member exclusive: 10x rewards multiplier available! Earn 22700 bonus points with first purchase. Limited time!,110,4
spam,Convert your 171944 points to $1106 cash! Processing fee $160 applies. Redeem now!,82,3
spam,Congratulations! You've earned $635 cashback bonus. Small processing fee $34 required to claim.,95,3
spam,Convert your 192492 points to $1886 cash! Processing fee $65 applies. Redeem now!,81,3
spam,Congratulations! You've earned $641 cashback bonus. Small processing fee $53 required to claim.,95,3
spam,Member exclusive: 10x rewards multiplier available! Earn 13244 bonus points with first purchase. Limited time!,110,4
spam,Member exclusive: 10x rewards multiplier available! Earn 6256 bonus points with first purchase. Limited time!,109,4
spam,Congratulations! You've earned $608 cashback bonus. Small processing fee $81 required to claim.,95,3
spam,Congratulations! You've earned $759 cashback bonus. Small processing fee $49 required to claim.,95,3
spam,Congratulations! You've earned $525 cashback bonus. Small processing fee $39 required to claim.,95,3
spam,Special offer: Triple points on all purchases this week! Plus bonus 11804 points for activation. Act now!,105,4
spam,Special offer: Triple points on all purchases this week! Plus bonus 25769 points for activation. Act now!,105,4
spam,Convert your 199128 points to $1012 cash! Processing fee $86 applies. Redeem now!,81,3
spam,Special offer: Triple points on all purchases this week! Plus bonus 13199 points for activation. Act now!,105,4
spam,Convert your 91219 points to $2415 cash! Processing fee $58 applies. Redeem now!,80,3
spam,URGENT: Your 42446 reward points expire in 24 hours! Click to redeem for $880 cash value now!,93,3
spam,URGENT: Your 98845 reward points expire in 24 hours! Click to redeem for $1392 cash value now!,94,3
spam,Convert your 166072 points to $1760 cash! Processing fee $121 applies. Redeem now!,82,3
spam,Member exclusive: 10x rewards multiplier available! Earn 11101 bonus points with first purchase. Limited time!,110,4
spam,Congratulations! You've earned $714 cashback bonus. Small processing fee $25 required to claim.,95,3
spam,Special offer: Triple points on all purchases this week! Plus bonus 11657 points for activation. Act now!,105,4
spam,Congratulations! You've earned $788 cashback bonus. Small processing fee $36 required to claim.,95,3
spam,Convert your 96408 points to $2035 cash! Processing fee $164 applies. Redeem now!,81,3
spam,Member exclusive: 10x rewards multiplier available! Earn 5684 bonus points with first purchase. Limited time!,109,4
spam,URGENT: Your 65106 reward points expire in 24 hours! Click to redeem for $1012 cash value now!,94,3
spam,URGENT: Your 26482 reward points expire in 24 hours! Click to redeem for $875 cash value now!,93,3
spam,Member exclusive: 10x rewards multiplier available! Earn 11841 bonus points with first purchase. Limited time!,110,4
spam,Special offer: Triple points on all purchases this week! Plus bonus 35676 points for activation. Act now!,105,4
spam,Member exclusive: 10x rewards multiplier available! Earn 23073 bonus points with first purchase. Limited time!,110,4
ham,Your monthly statement is now available for account ending in 9192. View online or visit any branch location.,109,2
ham,Direct deposit of $2186.00 has been credited to your account ending in 2844 from NextGen.,89,2
ham,"Transaction alert for account ending in 1073. Debit card purchase of $376.00 at TechCorp on April 01, 2026.",107,4
ham,"Transaction alert for account ending in 9551. Debit card purchase of $452.00 at InnovateInc on June 28, 2026.",109,4
ham,Your monthly statement is now available for account ending in 4834. View online or visit any branch location.,109,2
ham,Direct deposit of $3748.00 has been credited to your account ending in 6729 from TechCorp.,90,2
ham,"Transaction alert for account ending in 4234. Debit card purchase of $224.00 at DigiWorld on April 24, 2026.",108,4
ham,Low balance notification: Your checking account ending in 7131 has a balance of $91.00.,87,3
ham,Your one-time security code is 293046. Use this code to complete your online banking login. Valid for 10 minutes.,113,3
ham,Direct deposit of $4549.00 has been credited to your account ending in 7944 from PrimeTech.,91,2
ham,Low balance notification: Your checking account ending in 8732 has a balance of $67.00.,87,3
ham,Low balance notification: Your checking account ending in 3959 has a balance of $61.00.,87,3
ham,Your monthly statement is now available for account ending in 4943. View online or visit any branch location.,109,2
ham,Direct deposit of $3625.00 has been credited to your account ending in 1552 from TechCorp.,90,2
ham,Your one-time security code is 741904. Use this code to complete your online banking login. Valid for 10 minutes.,113,3
ham,"Transaction alert for account ending in 3321. Debit card purchase of $241.00 at FutureTech on December 12, 2025.",112,4
ham,Low balance notification: Your checking account ending in 5567 has a balance of $51.00.,87,3
ham,Low balance notification: Your checking account ending in 8451 has a balance of $56.00.,87,3
ham,Direct deposit of $4171.00 has been credited to your account ending in 7137 from ProBusiness.,93,2
ham,Low balance notification: Your checking account ending in 1621 has a balance of $66.00.,87,3
ham,Your monthly statement is now available for account ending in 4621. View online or visit any branch location.,109,2
ham,Low balance notification: Your checking account ending in 7466 has a balance of $32.00.,87,3
ham,Your one-time security code is 901131. Use this code to complete your online banking login. Valid for 10 minutes.,113,3
ham,Your monthly statement is now available for account ending in 7667. View online or visit any branch location.,109,2
ham,Your one-time security code is 368054. Use this code to complete your online banking login. Valid for 10 minutes.,113,3
ham,Your monthly statement is now available for account ending in 1824. View online or visit any branch location.,109,2
ham,Your one-time security code is 824192. Use this code to complete your online banking login. Valid for 10 minutes.,113,3
ham,Your monthly statement is now available for account ending in 9395. View online or visit any branch location.,109,2
ham,Low balance notification: Your checking account ending in 4921 has a balance of $42.00.,87,3
ham,Your monthly statement is now available for account ending in 1586. View online or visit any branch location.,109,2
ham,"Transaction alert for account ending in 5128. Debit card purchase of $497.00 at PrimeTech on January 09, 2026.",110,4
ham,"Transaction alert for account ending in 1814. Debit card purchase of $189.00 at DigiWorld on April 11, 2026.",108,4
ham,Direct deposit of $2632.00 has been credited to your account ending in 8516 from TechCorp.,90,2
ham,Low balance notification: Your checking account ending in 4341 has a balance of $32.00.,87,3
ham,Your one-time security code is 166281. Use this code to complete your online banking login. Valid for 10 minutes.,113,3
ham,Direct deposit of $3198.00 has been credited to your account ending in 3515 from FutureTech.,92,2
ham,Direct deposit of $1611.00 has been credited to your account ending in 4787 from FutureTech.,92,2
ham,Your one-time security code is 692647. Use this code to complete your online banking login. Valid for 10 minutes.,113,3
ham,"Transaction alert for account ending in 2331. Debit card purchase of $269.00 at NextGen on June 15, 2026.",105,4
ham,Direct deposit of $4042.00 has been credited to your account ending in 1868 from ProBusiness.,93,2
ham,Your one-time security code is 942528. Use this code to complete your online banking login. Valid for 10 minutes.,113,3
ham,Your one-time security code is 988827. Use this code to complete your online banking login. Valid for 10 minutes.,113,3
ham,"Transaction alert for account ending in 5721. Debit card purchase of $200.00 at EliteServices on July 20, 2026.",111,4
ham,Your monthly statement is now available for account ending in 2791. View online or visit any branch location.,109,2
ham,Low balance notification: Your checking account ending in 3934 has a balance of $77.00.,87,3
ham,Your monthly statement is now available for account ending in 8292. View online or visit any branch location.,109,2
ham,Your one-time security code is 797191. Use this code to complete your online banking login. Valid for 10 minutes.,113,3
ham,Direct deposit of $2737.00 has been credited to your account ending in 2327 from GlobalSolutions.,97,2
ham,Low balance notification: Your checking account ending in 7397 has a balance of $99.00.,87,3
ham,"Transaction alert for account ending in 8327. Debit card purchase of $401.00 at SmartSystems on March 28, 2026.",111,4
ham,"Your electricity bill of $115.00 is due on September 21, 2025. Usage: 879 kWh. Pay online or by phone.",102,6
ham,"Monthly trash and recycling service statement: $56.00. Next collection: November 19, 2025. Questions? Contact customer service.",127,8
ham,"Monthly trash and recycling service statement: $35.00. Next collection: March 04, 2026. Questions? Contact customer service.",124,8
ham,"Your electricity bill of $241.00 is due on December 01, 2025. Usage: 1283 kWh. Pay online or by phone.",102,6
ham,"Monthly trash and recycling service statement: $65.00. Next collection: January 10, 2026. Questions? Contact customer service.",126,8
ham,"Your internet service bill of $83.00 will be automatically charged to your card ending in 2675 on January 04, 2026.",115,3
ham,"Monthly trash and recycling service statement: $56.00. Next collection: February 16, 2026. Questions? Contact customer service.",127,8
ham,Gas service bill reminder: $70.00 due in 5 days. Account #270232. Avoid late fees - pay now.,92,5
ham,Gas service bill reminder: $182.00 due in 5 days. Account #615877. Avoid late fees - pay now.,93,5
ham,"Your water service bill for $135.00 is now available. Account #388598. Due date: October 10, 2025.",98,6
ham,"Your electricity bill of $282.00 is due on August 19, 2026. Usage: 1148 kWh. Pay online or by phone.",100,6
ham,"Your electricity bill of $200.00 is due on March 14, 2026. Usage: 1426 kWh. Pay online or by phone.",99,6
ham,"Your internet service bill of $108.00 will be automatically charged to your card ending in 4435 on October 04, 2025.",116,3
ham,Gas service bill reminder: $70.00 due in 5 days. Account #946343. Avoid late fees - pay now.,92,5
ham,"Your electricity bill of $298.00 is due on May 01, 2026. Usage: 1237 kWh. Pay online or by phone.",97,6
ham,"Your electricity bill of $298.00 is due on March 18, 2026. Usage: 1161 kWh. Pay online or by phone.",99,6
ham,"Your internet service bill of $112.00 will be automatically charged to your card ending in 3034 on June 03, 2026.",113,3
ham,"Your internet service bill of $72.00 will be automatically charged to your card ending in 6446 on May 04, 2026.",111,3
ham,"Your electricity bill of $89.00 is due on December 24, 2025. Usage: 815 kWh. Pay online or by phone.",100,6
ham,"Your internet service bill of $55.00 will be automatically charged to your card ending in 9392 on January 05, 2026.",115,3
ham,"Your internet service bill of $116.00 will be automatically charged to your card ending in 8280 on March 13, 2026.",114,3
ham,Gas service bill reminder: $185.00 due in 5 days. Account #908704. Avoid late fees - pay now.,93,5
ham,"Monthly trash and recycling service statement: $31.00. Next collection: June 19, 2026. Questions? Contact customer service.",123,8
ham,"Your water service bill for $91.00 is now available. Account #816528. Due date: February 17, 2026.",98,6
ham,Gas service bill reminder: $197.00 due in 5 days. Account #504401. Avoid late fees - pay now.,93,5
ham,"Monthly trash and recycling service statement: $65.00. Next collection: March 13, 2026. Questions? Contact customer service.",124,8
ham,"Your internet service bill of $107.00 will be automatically charged to your card ending in 5506 on March 09, 2026.",114,3
ham,"Your internet service bill of $82.00 will be automatically charged to your card ending in 8212 on March 17, 2026.",113,3
ham,Gas service bill reminder: $87.00 due in 5 days. Account #722212. Avoid late fees - pay now.,92,5
ham,"Your internet service bill of $48.00 will be automatically charged to your card ending in 2400 on April 26, 2026.",113,3
ham,"Your electricity bill of $251.00 is due on May 06, 2026. Usage: 1188 kWh. Pay online or by phone.",97,6
ham,"Your electricity bill of $177.00 is due on March 15, 2026. Usage: 1193 kWh. Pay online or by phone.",99,6
ham,"Your internet service bill of $69.00 will be automatically charged to your card ending in 3102 on September 24, 2025.",117,3
ham,"Your electricity bill of $140.00 is due on December 13, 2025. Usage: 1215 kWh. Pay online or by phone.",102,6
ham,"Your internet service bill of $79.00 will be automatically charged to your card ending in 4733 on September 14, 2025.",117,3
ham,"Your water service bill for $87.00 is now available. Account #560537. Due date: August 22, 2026.",96,6
ham,"Monthly trash and recycling service statement: $55.00. Next collection: February 17, 2026. Questions? Contact customer service.",127,8
ham,"Your water service bill for $77.00 is now available. Account #604051. Due date: November 10, 2025.",98,6
ham,"Your electricity bill of $116.00 is due on May 29, 2026. Usage: 968 kWh. Pay online or by phone.",96,6
ham,Gas service bill reminder: $154.00 due in 5 days. Account #121790. Avoid late fees - pay now.,93,5
ham,"Your internet service bill of $120.00 will be automatically charged to your card ending in 6569 on April 13, 2026.",114,3
ham,Gas service bill reminder: $56.00 due in 5 days. Account #272989. Avoid late fees - pay now.,92,5
ham,"Monthly trash and recycling service statement: $39.00. Next collection: January 08, 2026. Questions? Contact customer service.",126,8
ham,Gas service bill reminder: $121.00 due in 5 days. Account #318187. Avoid late fees - pay now.,93,5
ham,"Your water service bill for $62.00 is now available. Account #316041. Due date: March 03, 2026.",95,6
ham,Gas service bill reminder: $192.00 due in 5 days. Account #514288. Avoid late fees - pay now.,93,5
ham,"Monthly trash and recycling service statement: $26.00. Next collection: January 01, 2026. Questions? Contact customer service.",126,8
ham,"Your water service bill for $139.00 is now available. Account #615459. Due date: December 30, 2025.",99,6
ham,"Your electricity bill of $272.00 is due on January 07, 2026. Usage: 1277 kWh. Pay online or by phone.",101,6
ham,Gas service bill reminder: $46.00 due in 5 days. Account #992729. Avoid late fees - pay now.,92,5
ham,"Order confirmation #572068: Wireless Headphones for $134.00. Delivery expected June 27, 2026.",93,5
ham,Good news! Laptop from your wishlist is back in stock. Limited quantity available - order now!,94,3
ham,Delivery confirmation: Your order #254276 was delivered today at 8:44 PM to your front door.,92,3
ham,Shipping update for order #880947: Your package has left our facility and is on the way. Track your shipment online.,116,3
ham,Return processed successfully. Refund of $53.00 for order #398276 will appear in 3-5 business days.,99,3
ham,Good news! Smartphone from your wishlist is back in stock. Limited quantity available - order now!,98,3
ham,Return processed successfully. Refund of $120.00 for order #495462 will appear in 3-5 business days.,100,3
ham,Good news! Laptop from your wishlist is back in stock. Limited quantity available - order now!,94,3
ham,"Order confirmation #978280: Kitchen Appliance for $26.00. Delivery expected August 05, 2026.",92,5
ham,Delivery confirmation: Your order #985182 was delivered today at 4:36 PM to your front door.,92,3
ham,Good news! Watch from your wishlist is back in stock. Limited quantity available - order now!,93,3
ham,Return processed successfully. Refund of $182.00 for order #311279 will appear in 3-5 business days.,100,3
ham,"Order confirmation #649626: Wireless Headphones for $123.00. Delivery expected June 26, 2026.",93,5
ham,"Order confirmation #658879: Wireless Headphones for $116.00. Delivery expected January 08, 2026.",96,5
ham,Return processed successfully. Refund of $127.00 for order #897492 will appear in 3-5 business days.,100,3
ham,"Order confirmation #572688: Book for $59.00. Delivery expected March 06, 2026.",78,5
ham,Good news! Laptop from your wishlist is back in stock. Limited quantity available - order now!,94,3
ham,Good news! Tablet from your wishlist is back in stock. Limited quantity available - order now!,94,3
ham,"Order confirmation #432966: Book for $248.00. Delivery expected January 22, 2026.",81,5
ham,"Order confirmation #227191: Kitchen Appliance for $270.00. Delivery expected June 14, 2026.",91,5
ham,Delivery confirmation: Your order #521099 was delivered today at 3:14 PM to your front door.,92,3
ham,Shipping update for order #587158: Your package has left our facility and is on the way. Track your shipment online.,116,3
ham,Good news! Laptop from your wishlist is back in stock. Limited quantity available - order now!,94,3
ham,Delivery confirmation: Your order #530385 was delivered today at 9:19 PM to your front door.,92,3
ham,Shipping update for order #216449: Your package has left our facility and is on the way. Track your shipment online.,116,3
ham,Delivery confirmation: Your order #503656 was delivered today at 11:53 PM to your front door.,93,3
ham,Return processed successfully. Refund of $75.00 for order #908520 will appear in 3-5 business days.,99,3
ham,Shipping update for order #997410: Your package has left our facility and is on the way. Track your shipment online.,116,3
ham,Good news! Watch from your wishlist is back in stock. Limited quantity available - order now!,93,3
ham,Good news! Tablet from your wishlist is back in stock. Limited quantity available - order now!,94,3
ham,Return processed successfully. Refund of $38.00 for order #219536 will appear in 3-5 business days.,99,3
ham,"Order confirmation #654053: Phone Case for $243.00. Delivery expected January 06, 2026.",87,5
ham,Return processed successfully. Refund of $157.00 for order #351794 will appear in 3-5 business days.,100,3
ham,"Order confirmation #890493: Book for $296.00. Delivery expected August 08, 2026.",80,5
ham,Delivery confirmation: Your order #634754 was delivered today at 12:47 PM to your front door.,93,3
ham,Good news! Smartphone from your wishlist is back in stock. Limited quantity available - order now!,98,3
ham,Shipping update for order #140060: Your package has left our facility and is on the way. Track your shipment online.,116,3
ham,Good news! Tablet from your wishlist is back in stock. Limited quantity available - order now!,94,3
ham,"Order confirmation #511465: Book for $40.00. Delivery expected November 22, 2025.",81,5
ham,"Order confirmation #523602: Book for $293.00. Delivery expected May 27, 2026.",77,5
ham,Shipping update for order #551375: Your package has left our facility and is on the way. Track your shipment online.,116,3
ham,"Order confirmation #451223: Book for $130.00. Delivery expected October 28, 2025.",81,5
ham,Delivery confirmation: Your order #333319 was delivered today at 7:18 PM to your front door.,92,3
ham,Return processed successfully. Refund of $104.00 for order #884525 will appear in 3-5 business days.,100,3
ham,"Order confirmation #603734: Kitchen Appliance for $102.00. Delivery expected January 10, 2026.",94,5
ham,Good news! Watch from your wishlist is back in stock. Limited quantity available - order now!,93,3
ham,Delivery confirmation: Your order #862900 was delivered today at 9:11 PM to your front door.,92,3
ham,"Order confirmation #525736: Phone Case for $73.00. Delivery expected May 22, 2026.",82,5
ham,Shipping update for order #173226: Your package has left our facility and is on the way. Track your shipment online.,116,3
ham,Delivery confirmation: Your order #398270 was delivered today at 9:56 PM to your front door.,92,3
ham,"Hi! We're planning the annual family reunion for September 03, 2026. Hope you can make it! Let me know if you need directions to the venue.",139,5
ham,Just wanted to say thank you again for all your help with moving last week. Couldn't have done it without you! Dinner is on me next time we meet.,145,3
ham,Hey! We're planning to try that new restaurant downtown on Saturday. Want to join us for dinner around 7 PM? Let me know!,121,4
ham,Here are the photos from our beach trip last weekend! Had such a great time. Thanks for organizing everything - can't wait for the next adventure!,146,3
ham,Just wanted to say thank you again for all your help with moving last week. Couldn't have done it without you! Dinner is on me next time we meet.,145,3
ham,"Hi! We're planning the annual family reunion for February 08, 2026. Hope you can make it! Let me know if you need directions to the venue.",138,5
ham,Happy birthday! Hope you have a wonderful day filled with joy and celebration. Looking forward to celebrating with you this weekend!,132,3
ham,Hey! We're planning to try that new restaurant downtown on Saturday. Want to join us for dinner around 7 PM? Let me know!,121,4
ham,Just wanted to say thank you again for all your help with moving last week. Couldn't have done it without you! Dinner is on me next time we meet.,145,3
ham,"Hi! We're planning the annual family reunion for June 06, 2026. Hope you can make it! Let me know if you need directions to the venue.",134,5
ham,Happy birthday! Hope you have a wonderful day filled with joy and celebration. Looking forward to celebrating with you this weekend!,132,3
ham,Hey! We're planning to try that new restaurant downtown on Saturday. Want to join us for dinner around 7 PM? Let me know!,121,4
ham,"Hi! We're planning the annual family reunion for March 28, 2026. Hope you can make it! Let me know if you need directions to the venue.",135,5
ham,Hey! We're planning to try that new restaurant downtown on Saturday. Want to join us for dinner around 7 PM? Let me know!,121,4
ham,Just wanted to say thank you again for all your help with moving last week. Couldn't have done it without you! Dinner is on me next time we meet.,145,3
ham,Just wanted to say thank you again for all your help with moving last week. Couldn't have done it without you! Dinner is on me next time we meet.,145,3
ham,Happy birthday! Hope you have a wonderful day filled with joy and celebration. Looking forward to celebrating with you this weekend!,132,3
ham,"Hi! We're planning the annual family reunion for January 03, 2026. Hope you can make it! Let me know if you need directions to the venue.",137,5
ham,Happy birthday! Hope you have a wonderful day filled with joy and celebration. Looking forward to celebrating with you this weekend!,132,3
ham,Here are the photos from our beach trip last weekend! Had such a great time. Thanks for organizing everything - can't wait for the next adventure!,146,3
ham,"Hi! We're planning the annual family reunion for June 25, 2026. Hope you can make it! Let me know if you need directions to the venue.",134,5
ham,Happy birthday! Hope you have a wonderful day filled with joy and celebration. Looking forward to celebrating with you this weekend!,132,3
ham,Happy birthday! Hope you have a wonderful day filled with joy and celebration. Looking forward to celebrating with you this weekend!,132,3
ham,Hey! We're planning to try that new restaurant downtown on Saturday. Want to join us for dinner around 7 PM? Let me know!,121,4
ham,Just wanted to say thank you again for all your help with moving last week. Couldn't have done it without you! Dinner is on me next time we meet.,145,3
ham,Here are the photos from our beach trip last weekend! Had such a great time. Thanks for organizing everything - can't wait for the next adventure!,146,3
ham,Hey! We're planning to try that new restaurant downtown on Saturday. Want to join us for dinner around 7 PM? Let me know!,121,4
ham,Happy birthday! Hope you have a wonderful day filled with joy and celebration. Looking forward to celebrating with you this weekend!,132,3
ham,Hey! We're planning to try that new restaurant downtown on Saturday. Want to join us for dinner around 7 PM? Let me know!,121,4
ham,Here are the photos from our beach trip last weekend! Had such a great time. Thanks for organizing everything - can't wait for the next adventure!,146,3
ham,Hey! We're planning to try that new restaurant downtown on Saturday. Want to join us for dinner around 7 PM? Let me know!,121,4
ham,Just wanted to say thank you again for all your help with moving last week. Couldn't have done it without you! Dinner is on me next time we meet.,145,3
ham,Happy birthday! Hope you have a wonderful day filled with joy and celebration. Looking forward to celebrating with you this weekend!,132,3
ham,Happy birthday! Hope you have a wonderful day filled with joy and celebration. Looking forward to celebrating with you this weekend!,132,3
ham,Just wanted to say thank you again for all your help with moving last week. Couldn't have done it without you! Dinner is on me next time we meet.,145,3
ham,Happy birthday! Hope you have a wonderful day filled with joy and celebration. Looking forward to celebrating with you this weekend!,132,3
ham,Just wanted to say thank you again for all your help with moving last week. Couldn't have done it without you! Dinner is on me next time we meet.,145,3
ham,"Hi! We're planning the annual family reunion for December 03, 2025. Hope you can make it! Let me know if you need directions to the venue.",138,5
ham,Just wanted to say thank you again for all your help with moving last week. Couldn't have done it without you! Dinner is on me next time we meet.,145,3
ham,Just wanted to say thank you again for all your help with moving last week. Couldn't have done it without you! Dinner is on me next time we meet.,145,3
ham,Happy birthday! Hope you have a wonderful day filled with joy and celebration. Looking forward to celebrating with you this weekend!,132,3
ham,Hey! We're planning to try that new restaurant downtown on Saturday. Want to join us for dinner around 7 PM? Let me know!,121,4
ham,Here are the photos from our beach trip last weekend! Had such a great time. Thanks for organizing everything - can't wait for the next adventure!,146,3
ham,"Hi! We're planning the annual family reunion for February 16, 2026. Hope you can make it! Let me know if you need directions to the venue.",138,5
ham,"Hi! We're planning the annual family reunion for April 06, 2026. Hope you can make it! Let me know if you need directions to the venue.",135,5
ham,Hey! We're planning to try that new restaurant downtown on Saturday. Want to join us for dinner around 7 PM? Let me know!,121,4
ham,Hey! We're planning to try that new restaurant downtown on Saturday. Want to join us for dinner around 7 PM? Let me know!,121,4
ham,"Hi! We're planning the annual family reunion for June 23, 2026. Hope you can make it! Let me know if you need directions to the venue.",134,5
ham,Hey! We're planning to try that new restaurant downtown on Saturday. Want to join us for dinner around 7 PM? Let me know!,121,4
ham,Happy birthday! Hope you have a wonderful day filled with joy and celebration. Looking forward to celebrating with you this weekend!,132,3
ham,"Team meeting scheduled for tomorrow at 2 PM in Conference Room B. Agenda: project updates, budget review, and Q4 planning. Please bring your reports.",149,6
ham,"All hands meeting scheduled for Friday at 10 AM. Topics: company updates, new hires, and holiday schedule. Remote employees can join via video call.",148,6
ham,"Team meeting scheduled for tomorrow at 2 PM in Conference Room B. Agenda: project updates, budget review, and Q4 planning. Please bring your reports.",149,6
ham,Please review the attached budget proposal for next quarter. I need your feedback by end of week. Let's discuss any questions in Friday's meeting.,146,3
ham,"Team meeting scheduled for tomorrow at 2 PM in Conference Room B. Agenda: project updates, budget review, and Q4 planning. Please bring your reports.",149,6
ham,Please review the attached budget proposal for next quarter. I need your feedback by end of week. Let's discuss any questions in Friday's meeting.,146,3
ham,Please review the attached budget proposal for next quarter. I need your feedback by end of week. Let's discuss any questions in Friday's meeting.,146,3
ham,"Team meeting scheduled for tomorrow at 2 PM in Conference Room B. Agenda: project updates, budget review, and Q4 planning. Please bring your reports.",149,6
ham,"Training session for new project management software is scheduled for May 05, 2026 at 9 AM. Please confirm attendance by replying to this email.",144,3
ham,Please review the attached budget proposal for next quarter. I need your feedback by end of week. Let's discuss any questions in Friday's meeting.,146,3
ham,"Team meeting scheduled for tomorrow at 2 PM in Conference Room B. Agenda: project updates, budget review, and Q4 planning. Please bring your reports.",149,6
